msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
x4MB9YewJWwAZIRyEusSKkCywiaOZDx48nTDF9TH80g=,41,30,99,99,1,2016-09-26,2016-10-26,0
gkj36lvyN0mez0PGN8VmVrAMY+HHRrBmsfzcioj1EGA=,38,30,149,149,0,2016-12-07,2017-01-06,0
SAh04LdIlJaIUmXlZ4oeAzqh+AK0AONQn4s6XLez4XI=,41,30,149,149,1,2016-12-11,2017-01-11,0
59Ceq9vkiW+qCg7pL+v30eJQ9cDdcXKLQ2o/KRPjX0Q=,34,30,149,149,1,2016-10-31,2016-11-30,0
iQGx5zGAhz0Af1LSN15ueFmzo1kd5wRW2RsO6ZTOFCI=,41,30,99,99,1,2016-10-20,2016-11-20,0
cMVO+Oqk4Ep2pac+rtbiWL8bHDnhEaphg7gzuruPXSk=,41,30,99,99,1,2016-02-26,2016-03-26,0
Orqcb/EgM9F1QqAGrdhpB+Q3jE5xNvej6UMbJRX0uRw=,38,30,149,149,0,2017-01-27,2017-02-26,0
Y3++Tic/GXUSLGSRvUPRiVmQajZoBnWm2syeLADocts=,38,30,149,149,0,2016-10-09,2016-11-08,0
nsAWEbuul8PiDEPQTpo7g/rgR1t9Q4KtCrIaR02ycjY=,41,30,129,129,1,2015-10-08,2015-11-09,0
0h64AamIDL6i9tCu7PA33MT9M3n/teGFkxwFpBt2w6I=,37,30,149,149,1,2017-01-01,2017-02-13,0
VjM+8NJlTU/nx5ae4KeHEzu1kY051lCFP6K1wn0CFwk=,41,30,99,99,1,2016-07-31,2016-08-31,0
Rgg8zvoM1OnkYLYHt1Tw+6yPJHQfqH9IjapUc0iVBPw=,41,30,99,99,1,2016-12-08,2017-01-07,0
Xw8zOdO2UpdsUSo05U0kOuoc/R0aNloVtp6Ma/k4l7k=,41,30,149,119,1,2015-01-21,2015-02-21,0
2gUXIxrpia1LdRT/Qkt4WzeWoXANR0qCzm/5PFI8m2M=,40,30,149,149,1,2015-11-14,2015-12-13,0
8dAjQORt0iv/qGMe8tXY0C57z18rcB8w/IaADtTjU6Y=,37,30,149,149,1,2017-01-04,2017-02-03,0
3G5Wl8yPiWWTj5lxJWr+QQ10OqRqiZ1MmPJrqwnfWOM=,41,30,99,99,1,2016-02-16,2016-03-16,0
RUZfb9ePISjcDip56fpGF8HoGOG3dwmd9UOcrqohBX0=,39,31,149,149,1,2015-02-28,2015-04-13,0
VIxGHWTW/jR9xxyuJGo1zPdc9j7LMfVxavbpOismhng=,41,30,149,149,1,2015-10-21,2015-11-21,0
fa8iehznyx93dyuhBsnym5KA/V+6wIG4CazH9k9ppT0=,41,30,99,99,1,2016-06-17,2016-07-17,0
lmz/G9Y19Z/xooBpROa3Nn7k0yKKZ9QrobmQ8O0XB4g=,32,410,1788,1788,0,2015-06-17,2016-08-03,0
LzOUNjtTcWZdIXyP73bmNCxO5JVeNnRG5BjXjxBRzlY=,41,30,149,149,1,2015-02-25,2015-03-25,0
e3Xv8svh+OQTlzIzbbIzJ9CnOa5AoQjJLnzaTegplzQ=,41,30,129,129,1,2016-02-07,2016-03-08,0
dSvFAtpD5LLqB2j6434UiEVUSMALbVF+9+Ti0MxOJto=,40,31,149,149,1,2015-03-18,2015-04-17,0
3fmGmZVPX5hWY9W+1kpbvSP2V9PrBEsth0wWf6Xsr2U=,41,30,149,149,1,2016-06-30,2016-07-31,0
6oIJeRCoxYY/PdayeqIqDB4vXdErPKnQm2xM8KmYDl8=,41,30,99,99,1,2016-07-22,2016-08-22,0
8cgjBGTiwPyQegX9ybpXTVNW9YmbU+0g9vTBiKmBCEE=,41,30,129,129,1,2016-04-25,2016-05-26,0
hobT6RHxBZ7QbZ/yQJiHyrjYpBO4T5r5OjNgjwUvYIA=,41,30,99,99,1,2016-11-05,2016-12-05,0
iSYQdaJxoqYMC7XuEi7rppcgOIDdHchU9BESujqiH8w=,40,30,149,149,1,2016-07-28,2016-08-27,0
iSYQdaJxoqYMC7XuEi7rppcgOIDdHchU9BESujqiH8w=,40,30,149,149,1,2016-06-28,2016-07-27,0
P2bDBOCtRGfh6kZCqrfBySYDDJebHQgs5WXbhNrTwGk=,41,30,129,129,1,2015-01-11,2015-02-12,0
TIBES0N/6CEW1AQKmrIq//4NLZxwFoYVtv8UDdNoCEs=,41,30,99,99,1,2016-06-16,2016-07-16,0
IbHislxxpH69Jyx0hUkfMNuI+O0CFw4XiguKY2Hfn+k=,37,30,149,149,1,2016-11-08,2016-12-07,0
E2WfggCZvuVneZBTqfFvCudqJZVTN0JlaxDwuiaxGKY=,41,30,99,99,1,2016-08-13,2016-09-13,0
4kUgDZfe4oyVUvBeuU/96QgC4XUuey8Wh+os/kxUYRs=,41,30,149,149,1,2015-03-31,2015-05-01,0
RCnoEpHMk6Dm5V/fsPwMd/OMy0JXZGkr1jhFKLlWH5c=,39,30,149,149,1,2015-12-02,2016-01-16,0
FkTmqGjZTA/FsmfuczGpkSheXzji9aJtkx2s4D3cBgY=,37,31,149,149,1,2015-01-24,2015-02-25,0
6EgNup9hKMTFlNwVWzpzpED85rguMyp2vLU5SpnPy+E=,41,30,99,99,1,2016-04-08,2016-05-08,0
5fPXqLcScoC93rH/gCPK+5Soj+XdNMXX9S3LhV5dJjM=,41,30,149,149,1,2015-12-08,2017-01-07,0
wXrouUlGmsb+ZDTqw3+pEooh1pj+PRUrNSMMIRjqeeo=,41,30,149,119,1,2015-10-01,2015-11-01,0
bcNFHT6KUweYb2uPZAYvZqCZBXoIHxh3Rmztv/2dui4=,41,30,149,149,1,2016-10-24,2016-11-25,0
TU8m+Z5kjWRcGVdYf5GJFLJhNXqGfnAWNELloo6C7/8=,38,30,149,149,0,2015-11-18,2015-12-18,0
8qw37WUCQaE1AXvzHYQpYfIgYRvV363mrmi4ZEIWJwI=,41,30,149,149,1,2015-05-25,2015-06-25,0
Tm3TQxv9Jz1V6Db352osT2Kh5+ZlcPr/Q+4MBbENmcs=,41,30,149,149,1,2015-11-10,2015-12-10,0
H6Qv3enH4D7Xyb/CRZ9lA+q3pABMbBa84JPxWxW3Jxc=,41,30,149,149,1,2015-03-20,2015-04-20,0
/Lk1+CEOPk0nCoi9s1PHpbMvBcCAMN34wOj0v7M1nxE=,41,30,149,149,1,2015-08-02,2015-09-03,0
iSYQdaJxoqYMC7XuEi7rppcgOIDdHchU9BESujqiH8w=,40,0,0,149,1,2015-04-28,2015-05-27,0
c9ChHvR3TzWo5OBeN8xhazkKbATIfU+YrC2v5AXe8Zc=,31,30,149,149,1,2015-12-31,2016-01-31,0
OTY2hVfhZ9no+YdKq1i2K3bL+IL9nwUoo8B190aXm+k=,38,30,149,149,0,2015-03-29,2015-04-28,0
BrUvCp/sO3FztfaIA2aanFDUrRhPbPGMiAmj5qP+ABI=,41,30,149,149,1,2016-06-08,2016-07-11,0
HorC5JPG7WdrBwpduhmXBsM/sLidnHu+LjVYJB9qLcE=,41,30,99,99,1,2016-04-03,2016-05-03,0
dbNMoH9njOcYpvHO3dYGvrO9K6VkvSI+txDFShD7gdc=,34,30,149,149,1,2016-07-31,2016-08-31,0
E/H3jPQjwb5vXW7g1CDm9jj3B3tVa4fwGztU3UiT/NI=,34,0,0,149,1,2015-03-31,2015-04-30,0
x4wvd2X6GTGWJhPwPJipFjJjsMlRUrv2xd4131yVjUs=,36,30,180,180,1,2016-12-27,2017-01-26,0
6bL/KHOSEXgB9yeqNpwAZDc9LYd7I/JbUUpXpTAyyKI=,41,30,129,129,1,2016-09-09,2016-10-09,0
9SbyQ2HmGV829HABimsSDQIXJHWtSMMb1Wc4DHRHjKQ=,29,30,180,180,1,2017-01-05,2017-02-05,0
T0/96IQBsK8gKLHm9XAQtViASIkoBgYQGyQyYCwWsfk=,36,30,180,180,1,2017-01-16,2017-02-18,0
e7WCnmrA8B6j0R+Fs1wX9lWaLKf+2nJoOcQESq6GGcc=,30,30,149,149,1,2017-01-22,2017-02-21,0
PdKWg1rzhI1LYHfU7b0MDPK3Cy0LH5TgPCumSg2TEew=,41,30,149,149,1,2015-12-17,2016-01-17,0
cMVO+Oqk4Ep2pac+rtbiWL8bHDnhEaphg7gzuruPXSk=,41,30,99,99,1,2015-09-26,2015-10-26,0
Z264DUDTuHwEa7ZxQemgX8r7OzH/mueJTa42+ysSWx4=,41,30,149,149,1,2016-02-29,2016-04-01,0
lWfUaOSn49LkDK0Y8t5bfx+TUSqOjdoqRGOKdoQAIa4=,41,30,149,149,1,2016-07-10,2016-08-11,0
bLoWvdUnFUD9bHLKmF7s5LrcBcCiYbP9TWKW1Q7ZM/w=,38,30,149,149,0,2015-11-11,2015-12-11,0
3e7ntW7AYnI66dG18DZyj6NANLKxfyXdsfN10jInarg=,41,30,149,0,1,2015-10-28,2015-11-27,0
Q+XYpurbaVGYY8Ls1CjuwMKU4WLWXYx5vDdXvdBhI4U=,41,30,149,149,1,2017-02-12,2017-02-13,1
+HdGN3IVlb44Sw7P+yqLgIiw3FIuEfBmp/M5W0Jswvs=,41,30,99,99,1,2016-04-25,2016-05-25,0
4rPQvbMMa3zmJiwOecGsw8I6DL+p7PhXEuJd7iK8DHw=,30,30,129,129,1,2017-01-12,2017-02-11,0
h49j2JQeW/3r8Cl2ZRE1SJjnKp/QOBiRN/+V4wkmyPU=,39,31,149,149,1,2015-01-31,2015-03-16,0
EASu+8cVTqshlRu5mnFwBkgqUsQoqGMmL+TspRaaBZo=,41,0,0,149,1,2015-04-23,2015-05-23,0
t8I2hFhkoV5b/4nLbGb/CS7AqfYcKiqwutsPZFwuDsg=,38,30,149,149,0,2016-12-20,2017-01-19,0
BrUvCp/sO3FztfaIA2aanFDUrRhPbPGMiAmj5qP+ABI=,41,30,149,149,1,2016-05-08,2016-06-11,0
foSHICoYLLN/rfjvHF1x0Vn5vJJdGfn5Fft149VKY1U=,29,30,180,180,0,2016-08-30,2016-09-29,0
uzt6Dp3d0DpGrmYKPAiEfWlRMwZu+QojmI9mDYvJmsc=,41,30,99,99,1,2016-08-31,2016-09-30,0
ZPSkmBM1zUcrG555L/5hVAnUxQ5+7FPc8LoqCBtc298=,41,30,149,149,1,2016-12-31,2017-01-31,0
yGybnIpEy2uwG7kYdBN/eEYkeCZuyaxOSEMvHuMgnYE=,40,31,149,149,1,2015-02-05,2015-03-04,0
mkuLvVvigttszO+A6+szhOH64tPEmmxudV9GHtr7e3g=,41,30,149,0,1,2015-03-05,2015-04-05,0
iZofdp+DtZqI6/xGBKpai/b7/Om23bmC2AB5RyspyLk=,38,30,149,149,0,2016-02-29,2016-04-02,0
w5QPOlvj21WcIKwRzqIM0mtxlCRNsZnd0GoV9ZUCxgQ=,41,30,149,149,1,2015-12-17,2016-01-17,0
S3vqWqBhBuL+bUOWwqO9Ge6uzKcdVNzJ2kJ7kd1k8PY=,41,30,129,129,1,2015-09-25,2015-10-25,0
vH+O4b57OVK9WvAwU/fK1iZcVPui/Oq2IlrWEW7veZo=,41,30,149,149,1,2015-11-25,2015-12-25,0
xlf+qKH8RL15ay5sWJ/cBQlpziiUmwU1m6XiXePd4QI=,38,30,149,149,0,2016-05-25,2016-06-24,0
w/QrqZt/ZZC3KU7b9IBzK4rFOtzqNzq89GRGAYp8a+0=,39,31,149,149,1,2015-02-28,2015-04-24,0
5+jtNTU07WkXWx5Kbx0UcEByEUGZkttgxkR/RpNFRDM=,41,30,99,99,1,2017-02-03,2017-03-03,0
ESGT9GbtaJdJslpGj/skEwiErKshcNPqwklmCriFi3U=,41,30,99,99,1,2016-11-11,2016-12-11,0
2qkhzUdtkLLH1DR+XfoAgOtAodjCa1Dzcz4quFBJuNk=,41,30,129,129,1,2015-12-17,2016-01-17,0
lwXFjVNFJs8rwUvm5Fz0OOma8p2BP8I9fDdnLrt8CkU=,41,30,99,99,1,2017-01-18,2017-02-18,0
3l3MlkXM5Z7972niMW4QG9JyL1CSJX6vpQ2iN1ES60s=,38,30,149,149,0,2016-04-04,2016-05-04,0
iS/1LLy201F4mWmvqfH9Qecl+nw6X/x3SaIYRwgqOlQ=,41,30,149,149,1,2015-09-16,2015-10-16,0
hkss6dDpk9fB+v2ywWbFVysSCOWqSsqjkhk7SoNZeGk=,41,30,149,149,1,2016-12-10,2017-01-10,0
HdXa2ZYWGHejDxyzpY3+lbDsHJ3WA47ua/FvGFxvu/Y=,41,30,99,99,1,2017-01-31,2017-02-28,0
5KaNV4hZMXV4YrPijp1+hDcKhbhGz1GmgDEWEq/fzw4=,41,30,99,99,1,2016-07-31,2016-08-31,0
C4nEZc0g8bNYDXrVDA+0SXjiMAjYzrxQFta6QC6j5j4=,41,30,149,149,1,2015-06-21,2015-07-21,0
q3kIyJEYKjWS8agyT06+NLUHm54qteNKzprpnZFdobo=,40,0,0,149,1,2015-05-01,2015-06-02,0
JqrT49loH7V5CIA3C/dCHOp0ajWuX565zzBBFpe/W9o=,30,30,149,149,1,2016-04-29,2016-04-29,1
pfN96y+RFD63zXoiAitfcvKFpTT5GZ1gMduda8S4Hx8=,36,30,180,180,1,2016-12-15,2017-01-14,0
fZAV8zJZaXCcOG9uTcB8PWp+frTfbpoMeOyIFNl+1Oo=,39,31,149,149,1,2015-02-28,2015-04-28,0
xd3sJ6o8VEMZ23gagjvI7UFee73I+VdjEZ3LBOsZANs=,39,31,149,149,1,2015-02-28,2015-04-12,0
hkss6dDpk9fB+v2ywWbFVysSCOWqSsqjkhk7SoNZeGk=,41,30,149,149,1,2017-02-10,2017-03-10,0
C/WsB+Wbvj9ZyTsWRrMoeXfI8XettdrxLzz+hwtoPqo=,35,7,0,0,0,2016-07-15,2016-07-20,0
/UxzKh20Y7VK25A/Oxr1plX/+4A8nYXbZdpLC64LGVg=,41,30,129,129,1,2015-09-20,2015-10-22,0
AN1GAwDHY+qDiX1dtbntxQYEYsRiTLXpiqz8GspxDvI=,38,30,149,149,0,2015-04-13,2015-05-23,0
tjzQlQGsM6HKTV31+3fsaFK3p9dAvNrgd1WJOxYsAUA=,32,195,894,894,0,2016-05-24,2016-12-05,0
VzGLeCcTS3HOGdUDMnodP5/E6ULA+/PcJliemrGeQLY=,41,30,149,149,1,2015-07-31,2016-06-30,0
PjUKtAH3CVqO4GhQjiEqHAhX+uNIZzcqCILfrf72UvY=,41,30,99,99,1,2017-02-03,2017-03-03,0
Bj5QEIMDqRaAPu+CKlzxlysaORtkSAN8JjD4a88Bo4Y=,41,30,149,0,1,2016-07-08,2016-08-08,0
MG+qIsZhfaWcm/gS5/AJvStLMrhYNRDGISpITOSFlqk=,41,30,149,149,1,2015-12-01,2015-12-01,1
7ru7qWmhBpTYBCOZarcFG2rIZeM/jFMf0i158HAK57Y=,41,30,99,99,1,2017-01-23,2017-02-23,0
h6RqApP/THtjalrxdpf7Gh2GfRmPGoF2eqimX/Z4fW8=,41,30,149,149,1,2016-08-31,2016-09-30,0
vgk71NUxGZrBKR5NW6V/soXoa5P9hRbYp/+DyYZnVhg=,39,30,149,149,1,2015-08-31,2015-10-21,0
WLs0/o+qxYeqUd6m2bLJUv5QXjS3RWsB0jBbT2mFBRI=,38,30,149,149,0,2016-11-14,2016-12-16,0
QnDQoYqdhvdP8Jt2BBW5K6B1e8CxsjSROHacYwM3zFY=,37,30,149,149,1,2016-01-04,2016-02-07,0
jJ6BLMnPTIPygqRXtMh5DvfyVkEJ/qlfk9YFxm4spZc=,31,30,149,149,1,2016-02-29,2016-03-31,0
b++fMeNdiLmoNRMYZjhaD3eEmtwj4WbVOGckcn5JWZw=,37,30,149,149,1,2016-07-08,2016-08-07,0
ZpB2xVrOZT6WpU8o6DJpRL7/CAYMpgOAv52Zwd63BXo=,32,180,536,536,0,2015-12-08,2016-06-08,0
8QY2nr+6mY6WOcLrh1JoHJNs9+RnEPnJKvLdCaq6RzU=,41,30,129,129,1,2016-07-13,2016-08-14,0
HsChNfIHyufqJ7m+Opo4FptjuFXqtIj8FKtcRVvF/dk=,41,30,149,0,1,2015-09-20,2015-10-20,0
8p9La+EitFNfWu2UDSODewVnZGIZRHlK6ltrFVPu7Rk=,41,30,129,129,1,2015-06-14,2015-07-23,0
Q+XYpurbaVGYY8Ls1CjuwMKU4WLWXYx5vDdXvdBhI4U=,41,30,149,149,1,2015-06-23,2015-07-23,0
woc4i4erN57r2FATu/HCiz3qjQYQc+rf/OrZuss8pWU=,41,30,99,99,1,2016-11-24,2016-12-24,0
I0f35dDetmQDWhW6nWko0D+R8iJ7xlio2zmfiswwXRY=,41,30,99,99,1,2017-01-04,2017-02-04,0
boV7TPp5XakvroGOa+OMjKY4wNvRHo8E1RYSha1UfmA=,40,30,149,149,1,2016-07-23,2016-08-25,0
WDudUny6SWdbGi80gM8cBYc2nRGc+P3IOo7ba35QZEE=,41,30,129,129,1,2015-11-24,2015-12-24,0
H+so+tMkX7Bn+MDBc9IpUVO0Ab0ZiG0NVzfRkhqR4NM=,33,30,149,149,1,2016-05-31,2016-06-30,0
RrDXLHxg4p9YL9T19DxdWHdArwJrLZ2NZNQL/F+r/10=,36,30,180,180,0,2016-08-29,2016-09-28,0
z4v0SQ6U7eJAa96uai5WcQLbA56ZzSI7zqKOb29luFA=,41,30,99,99,1,2016-12-01,2017-01-01,0
SAh04LdIlJaIUmXlZ4oeAzqh+AK0AONQn4s6XLez4XI=,41,30,149,149,1,2015-12-11,2016-01-11,0
Nolfh9MQgcaWbfioMGs41BBUzDiTKHp+J+V95q3dsho=,36,30,150,150,0,2015-08-22,2015-09-24,0
XRuRDfejixP3FTuOgbFB3fLAJ0km4R2Apz8ldIha+nc=,41,30,149,149,1,2017-02-28,2017-03-31,0
BGNLUnu1kED/R2hiSAVSRjyfbUkTWn8Pb6UxIq0YjgY=,41,30,99,99,1,2017-01-31,2017-02-28,0
Pus79VG0iLZc/Wdq9NN0jhkZwgU7GO9AWhTjs5DhvXs=,41,30,149,149,1,2015-08-09,2015-09-11,0
zraYK27dg2odAmzM1z3r4DKqx/9X6P/O7f3VQbTF3zU=,37,30,149,149,1,2017-01-11,2017-02-10,0
5tVM8GqpHKaWp6aAambRVAtkcMKSBqxl0Ner+z196t8=,41,30,99,99,1,2016-05-02,2016-06-02,0
s2W0PtkUyBsOwYvNcGGyhm66WnrBXUX2ACmtbZ0/Zco=,41,30,149,149,1,2016-02-22,2016-03-22,0
lkKwpVdhgxeWmHh6y/tHyYJQVPOySBvRUYHBIFKvBe8=,38,30,149,149,0,2016-05-10,2016-06-09,0
9D3rRiXoPJ2qlnYmDnQh7/mEaV8674Totl8de1XraZQ=,40,30,149,149,1,2016-08-21,2016-09-20,0
S9Fsfds9bZZJAE4dlPd9bvN7117GDvcyWRTPxSHR7zA=,41,30,149,0,1,2015-09-05,2015-10-05,0
AAFGbr0EqoopWoX7oE+ScbCrlIucbJb9bKtYR0k/9uU=,41,30,149,119,1,2015-09-06,2015-10-06,0
ZGJmiviucIDPgfAJofZC0pVgC0e4hIioEJKDe/jGAZ4=,41,30,149,149,1,2015-01-18,2015-02-18,0
kjfZV8agOQtzYZRvhzIcQIUn0YhD+fQi5NHbyIfTdXU=,38,30,149,149,0,2015-11-18,2015-12-18,0
NJwt1R4lmEttZ1k1lY8gRKNfUxJlrxuF5mmAx71PNo0=,41,30,100,100,1,2016-11-18,2016-12-18,0
ELaGCmX59yynOD5cDOzmRvX8M9m51r5hMojGLrOWDPU=,34,30,149,149,1,2016-01-31,2016-02-29,0
b++fMeNdiLmoNRMYZjhaD3eEmtwj4WbVOGckcn5JWZw=,37,30,149,149,1,2017-02-08,2017-03-07,0
FZ4NLy5OVtIKnjxGNgreRoH5Y8kLwaaA85bwuGUcvPo=,39,30,149,149,1,2016-08-31,2016-10-07,0
wpJc8nl3mxv5lFetW+W3P1MBOrBYXe7NgFwdjsoRNck=,41,30,99,99,1,2017-02-01,2017-03-01,0
I6Zc98Rs9w3Vq3rc9o+0z8H5QpRE0s8UHFI7zXaYyUA=,41,30,149,149,1,2016-09-04,2016-10-04,0
JIzdN4j+wC3+zpigy3N7LTfULFZhMJe9EvnBkO/Xh1E=,41,30,99,99,1,2016-11-05,2016-12-05,0
jad9f0yH04Sv7QgKu1//tYU2DhYDrSY/2Xp0NVCsNhQ=,41,30,99,99,1,2016-06-25,2016-07-25,0
eEpNTbcL4Wqxm3xNC51SqgLJMywwVKCJ/9iHc7cvz8M=,41,30,149,149,1,2016-05-22,2016-06-22,0
jad9f0yH04Sv7QgKu1//tYU2DhYDrSY/2Xp0NVCsNhQ=,41,30,99,99,1,2016-02-25,2016-03-25,0
gfGqEgGb9PWBjoCEetlXuCCLFxKUCSclSHJM6o1Vatc=,41,30,149,119,1,2015-07-20,2015-08-20,0
HnPf/yaXItyYi7ifIttHOurdOm1Fgc41IxQZN1+Lynk=,41,0,0,149,1,2015-05-07,2015-06-07,0
0XP1jU8zIa7IYjkW0DjEutAGBwsQ5jeU07BZAJ8WR2Y=,30,31,149,149,1,2015-01-08,2015-02-08,0
WJPF7JoevorJsG+8yCsVjsDcYmhVpGtj90NRbJh/KT8=,41,0,0,149,1,2015-05-12,2015-06-13,0
kxF6S11oqJJRLCRVXNUE49rdsbvAUrtAUyBZEYkWSHI=,41,30,99,99,1,2016-08-31,2016-09-30,0
G7TmHc9Gg2t8ovG/KFaB53We/0CQPELhZ5UUN2Ol3AQ=,39,30,149,149,1,2016-12-31,2017-02-13,0
YVcsnANyE2GTSs6cOPx9j0rMU7qlMLE1WFzIfMEWj9g=,41,30,149,149,1,2015-08-31,2015-09-30,0
o7EC6kZd8Vv5l/XKVmG+PXn1JPOyBxYyLRs7iKRlfq8=,39,30,149,149,1,2015-05-31,2015-07-02,0
KtL9ViXXYGpC6QAPp09jj4rmpwenNGftDPHDGSq4Wm0=,41,30,99,99,1,2017-02-04,2017-03-04,0
y0Ho69JkynDNojhh7hAdc+ZoB2iu2fAFX6iCxv8nIsM=,41,30,149,149,1,2016-10-01,2016-11-01,0
nSCT+FYyFfuZVUbOahX+BHPjWVOr45smPa7bXnZw3Js=,41,30,149,149,1,2016-02-19,2016-03-19,0
UR4iin4mAkajoa7o+AyTTmz5k3N2GR3/rZY8a4KwADI=,41,0,0,119,1,2015-04-24,2015-05-24,0
C59Yx3SgCo//GbpqxlFKV524doAefNr2aDQ6U+m3ge0=,41,30,99,99,1,2016-07-22,2016-08-22,0
T+UOJ+WSO8Fc1383nY3x1cMXfDSjHJMhWhAO4rbxlgg=,33,30,149,149,1,2016-12-31,2017-01-31,0
zHBolEagmD/meOAtx1AlxrfkbR0kPOvne47AUtYLHwM=,41,30,149,0,1,2015-12-30,2016-01-31,0
iioxI2Cri8gDlgSuSlEW+3yTKw4+dg6ZOafx9/ob1Sk=,37,30,149,149,1,2016-07-12,2016-08-12,0
TTrj3Udpg39D1wcOeBaZlCZ7Agdq8qYUlmZ0nXFGLXU=,41,30,99,99,1,2016-12-11,2017-01-11,0
gXi5kfNyPIqe3EovBm7Ha7qnJNfgdF5qdJQXWv7z960=,41,30,149,0,1,2016-01-17,2016-02-17,0
Qx+YO4CueWsOp79LcjF/zR+x1qSR+BbAT9d/IKRVZeQ=,41,30,99,99,1,2016-04-18,2016-05-18,0
uljBrJtN7UvUozkgh8VMTyThc3JPV4QkyZikWgprY1M=,41,30,149,149,1,2015-09-22,2015-10-22,0
J1qylegeh7UkyzONdI7XokrpGmo9Pau0DSNYZZdfwrQ=,41,30,149,149,1,2016-11-01,2016-12-01,0
3DYvXKx7M8EgIWfS7ZfpvTwOUGmhmOxZU4SJgiCsIGo=,27,30,149,149,1,2015-07-21,2015-08-20,0
eOUvKZIsO3r425YXZuj5jE6cxm6/WECk71JIrESUCSQ=,38,7,0,0,0,2016-05-21,2016-05-28,0
UvH7zF8a+ahKvKeE7ROJnpHXfJnhlaLHQ1KLtNaE7Y4=,31,0,0,149,1,2015-06-30,2015-07-31,0
Z0517v2vw7nPEyuWVm7WmgXkoJ7ChJ3xzMg3PHPLUmA=,41,30,99,99,1,2016-02-11,2016-03-10,0
OLpkZJ0+3hnCMto6AkLv7IIROKVG9OzixJibY7JHFms=,41,30,149,149,1,2015-08-05,2015-09-05,0
rN+pomkg3TOQLYwMYfeeFX8DK0+chRYqA5BECIBDmeY=,41,30,149,149,1,2016-11-18,2016-12-18,0
PPxrHjG+SL8cDnziMGPKz9qAEasCPok63B6YjlOMVTs=,30,30,149,149,1,2016-12-23,2017-01-22,0
OLpkZJ0+3hnCMto6AkLv7IIROKVG9OzixJibY7JHFms=,41,30,149,149,1,2015-11-05,2015-12-05,0
hTXGdQJDqtMSGmpNKGjN7469y5fAZDoO25pG7kydcSk=,41,30,99,99,1,2016-06-12,2016-07-12,0
rRO6GGvK11YmLrJgbNtHIK+hNVTWaTOptvDgLptfpgg=,41,30,129,129,1,2015-02-27,2015-03-28,0
gmhLxgxp6w7P70gxvhB5gtgfRYneHI//QfKbZpnyAlo=,34,30,149,149,1,2016-03-31,2016-04-30,0
wwPFpvMZ9SqGvOgQ4stj4pYGscdHDB+66qwkofo71v0=,41,30,149,149,1,2015-09-09,2015-10-09,0
lM5SzvoLRSjlIJomjWK+RcRw1Gj4I83LGj+ZDgNsTQE=,41,0,0,149,1,2015-05-11,2015-06-12,0
lJ82mhqaDF323Gs71mssjA6/ngv2Rnoplba1U9aHYOw=,40,30,149,149,1,2016-06-28,2016-08-01,0
UmJfQ5vRryCN1HZwBM5jS4gYM3Gqap9tB2dQKGFvD20=,41,30,149,149,1,2015-08-08,2015-09-08,0
M6hzPTH/xLkh+Nm2Le2TvxeRMHgy79Jr9Gcmd3BBB0Q=,41,30,129,129,1,2015-12-25,2016-01-25,0
2wwLxpdH1Zm2I7bgrHfrAr6UToMI5+7O4OPlfwDYQDg=,41,30,149,149,1,2015-11-30,2015-12-31,0
h6RqApP/THtjalrxdpf7Gh2GfRmPGoF2eqimX/Z4fW8=,41,30,149,149,1,2015-10-31,2015-11-30,0
bo6lLfE/h2qqHpOjAHv6eeluPNsHurFrkE5sqEh35hQ=,41,30,99,99,1,2017-01-09,2017-02-09,0
B1yYf0h2hIUe+YFS+Re+ZEmLHB/+/8hbk2wDZHiaIbc=,41,30,99,99,1,2017-02-26,2017-03-25,0
C4h8GYllWE3jkdpXrjSm7bYMQJJ69KHmRLjISAjQ2PY=,36,30,180,180,1,2016-08-15,2016-09-14,0
5gzJEva6DEhKnqOXyAboximxTSlkv6QuWPIKBtEkLe0=,41,30,100,100,1,2015-02-21,2015-03-22,0
kA7JMc6Q6nAFw1fgcs0hejCw4xXaGUzB/eq+M5n21wQ=,41,30,149,149,1,2015-03-08,2015-11-12,0
VsSEnulPS6OVZvmHSnPTwx2J1VOB5lgJtMuAcZ7iROs=,37,30,149,149,1,2016-12-04,2017-01-03,0
WfP6ENpqGiol+V64N8uS1Vh/QpioL74krX6naGWZxtI=,35,7,0,0,0,2015-12-29,2016-01-12,0
5k0McwbkgTbTX9OhPLUd3mGZ5lWlgn6QoMKpx7DYhQk=,41,30,99,99,1,2016-08-12,2016-09-12,0
8eNI+ioezysP+Bo/DR+b/a1nc0XHqvf0BohfafeWZeI=,41,30,99,99,1,2016-05-31,2016-06-30,0
C5g3t38mv/91cWxHVCd1b6UybZcSf5fnYddJgpDeFdQ=,31,0,0,149,1,2015-08-31,2015-09-30,0
FjEXVT2z7gpPYxAJB4eTysTSemwYaCWNFzP0dbQc54w=,39,30,149,149,1,2015-06-30,2015-08-15,0
dJb0s5Xp72LI+K68lZmA9UCS87AWta+/snsTwrp3tgw=,38,30,149,149,0,2016-11-18,2016-12-18,0
dSvFAtpD5LLqB2j6434UiEVUSMALbVF+9+Ti0MxOJto=,40,30,149,149,1,2015-10-18,2015-11-17,0
dBTDJCKphSZPC3rE5lI7+A+bZnv8t9ndjnaZpePiomk=,41,30,149,0,1,2015-11-21,2015-12-20,0
